"","Number","X.","Position.F1","Position.F2","Position.F3","Assign.F1","Assign.F2","Assign.F3","Height","Volume","Line.Width.F1..Hz.","Line.Width.F2..Hz.","Line.Width.F3..Hz.","Merit","Details","Fit.Method","Vol..Method"
"4284",4284,4285,35.86343,54.11599,125.06775,NA,NA,NA,2.77e+09,6.35e+10,654.47854,196.05756,119.53586,1,"None","parabolic","box sum"
"4285",4285,4286,53.84777,53.84165,124.95176,NA,NA,NA,1.39e+10,3.42e+11,190.49302,208.63211,665.25346,1,"None","parabolic","box sum"
"4286",4286,4287,174.02803,53.78235,125.02862,NA,NA,NA,3.9e+09,9.43e+10,650.4305,214.53846,180.77537,1,"None","parabolic","box sum"
"4287",4287,4288,37.87734,53.74271,125.00846,NA,NA,NA,2.35e+09,5.31e+10,144.65608,133.00538,127.02394,1,"None","parabolic","box sum"
"4288",4288,4289,28.29599,53.76334,125.10668,NA,NA,NA,4.58e+09,1.16e+11,181.02468,299.21287,461.37717,1,"None","parabolic","box sum"
"4289",4289,4290,170.15763,53.66989,124.89325,NA,NA,NA,2.71e+09,6.26e+10,114.0977,402.03398,414.44853,1,"None","parabolic","box sum"
"4290",4290,4291,53.57407,53.65028,124.96128,NA,NA,NA,1.34e+10,3.34e+11,228.66443,192.31749,891.01318,1,"None","parabolic","box sum"
"4291",4291,4292,39.88623,53.50273,124.8631,NA,NA,NA,2.53e+09,5.57e+10,239.17341,150.9468,117.07774,1,"None","parabolic","box sum"
"4292",4292,4293,23.79113,53.1826,124.97367,NA,NA,NA,4.36e+09,1.11e+11,236.03439,549.65252,482.48038,1,"None","parabolic","box sum"
"4293",4293,4294,170.35727,52.58914,124.93551,NA,NA,NA,3.09e+09,7.66e+10,862.1247,343.1775,443.83839,1,"None","parabolic","box sum"
"4294",4294,4295,31.94453,52.47531,125.04025,NA,NA,NA,3.13e+09,7.65e+10,1037.45304,304.64107,884.52062,1,"None","parabolic","box sum"
"4295",4295,4296,37.5917,52.3169,125.0859,NA,NA,NA,2.91e+09,6.59e+10,115.05406,173.18529,142.98788,1,"None","parabolic","box sum"
"4296",4296,4297,32.5246,51.63741,124.89358,NA,NA,NA,2.66e+09,6.75e+10,235.49942,757.73263,349.42681,1,"None","parabolic","box sum"
"4297",4297,4298,171.69147,51.15031,124.81997,NA,NA,NA,7.48e+09,1.87e+11,453.46493,667.42682,479.41539,1,"None","parabolic","box sum"
"4298",4298,4299,39.15357,51.04149,124.87965,NA,NA,NA,5.5e+09,1.31e+11,471.63397,189.09144,156.82414,1,"None","parabolic","box sum"
"4299",4299,4300,43.19706,50.16093,125.03583,NA,NA,NA,2.31e+09,5.22e+10,178.64782,173.96218,105.50162,1,"None","parabolic","box sum"
"4303",4303,4304,25.45686,48.20592,124.99306,NA,NA,NA,2.86e+09,6.46e+10,95.77294,213.0335,136.62967,1,"None","parabolic","box sum"
"4304",4304,4305,48.15943,47.67707,124.79792,NA,NA,NA,2.53e+09,5.67e+10,87.86555,180.37838,154.92553,1,"None","parabolic","box sum"
"4320",4320,4321,172.37785,64.69523,124.75579,NA,NA,NA,2.44e+09,5.51e+10,139.3625,139.41219,136.97368,1,"None","parabolic","box sum"
"4322",4322,4323,65.05288,62.57974,124.75126,NA,NA,NA,2.41e+09,5.23e+10,97.80292,186.15872,122.21742,1,"None","parabolic","box sum"
"4323",4323,4324,51.26002,59.86134,124.54774,NA,NA,NA,2.44e+09,5.88e+10,181.82837,174.14784,168.72695,1,"None","parabolic","box sum"
"4324",4324,4325,29.6308,59.80166,124.52728,NA,NA,NA,2.51e+09,5.76e+10,127.76891,151.90122,160.6437,1,"None","parabolic","box sum"
"4325",4325,4326,169.81938,59.71754,124.7515,NA,NA,NA,3.01e+09,6.95e+10,830.40874,140.46654,245.44078,1,"None","parabolic","box sum"
"4326",4326,4327,130.29656,59.73748,124.65962,NA,NA,NA,2.68e+09,6.06e+10,94.72009,173.32464,185.1705,1,"None","parabolic","box sum"
"4327",4327,4328,26.38894,59.67093,124.56529,NA,NA,NA,2.77e+09,6.39e+10,182.64915,237.43075,114.85973,1,"None","parabolic","box sum"
"4328",4328,4329,169.93658,59.5863,124.72116,NA,NA,NA,2.98e+09,7.33e+10,853.78676,159.46355,257.74351,1,"None","parabolic","box sum"
"4329",4329,4330,170.18826,59.50548,124.73766,NA,NA,NA,2.9e+09,7.24e+10,884.63492,187.00278,245.31353,1,"None","parabolic","box sum"
"4330",4330,4331,175.52355,58.40007,124.62168,NA,NA,NA,3.5e+09,8.31e+10,134.0619,158.72964,247.2693,1,"None","parabolic","box sum"
"4331",4331,4332,24.90465,58.22003,124.65321,NA,NA,NA,2.71e+09,6.55e+10,309.78537,251.86992,234.49406,1,"None","parabolic","box sum"
"4333",4333,4334,127.19208,57.69147,124.47199,NA,NA,NA,2.42e+09,5.39e+10,182.18624,135.55175,109.36144,1,"None","parabolic","box sum"
"4334",4334,4335,32.15038,57.28278,124.45866,NA,NA,NA,2.49e+09,6.01e+10,268.20624,198.03545,561.21048,1,"None","parabolic","box sum"
"4336",4336,4337,34.46647,54.29342,124.62002,NA,NA,NA,4.45e+09,1.06e+11,234.44412,501.32155,169.51218,1,"None","parabolic","box sum"
"4337",4337,4338,54.09901,54.12932,124.64029,NA,NA,NA,1.43e+10,3.47e+11,165.45907,197.13068,202.30395,1,"None","parabolic","box sum"
"4338",4338,4339,24.09002,54.15641,124.59505,NA,NA,NA,6.01e+09,1.42e+11,160.08977,247.00499,146.56565,1,"None","parabolic","box sum"
"4339",4339,4340,40.74256,54.01514,124.44631,NA,NA,NA,2.76e+09,6.84e+10,369.57078,193.36683,262.76031,1,"None","parabolic","box sum"
"4340",4340,4341,172.47108,53.92272,124.73634,NA,NA,NA,1.07e+10,2.7e+11,217.70352,472.15825,222.30774,1,"None","parabolic","box sum"
"4341",4341,4342,31.1397,53.65302,124.70769,NA,NA,NA,2.78e+09,6.76e+10,138.6834,457.58098,570.78764,1,"None","parabolic","box sum"
"4342",4342,4343,51.31012,53.46358,124.68575,NA,NA,NA,2.6e+09,6.21e+10,704.96416,325.43969,164.01702,1,"None","parabolic","box sum"
"4343",4343,4344,40.67227,52.72788,124.55954,NA,NA,NA,3.13e+09,7.61e+10,147.02805,584.11384,223.01266,1,"None","parabolic","box sum"
"4344",4344,4345,27.34081,52.7754,124.60523,NA,NA,NA,4.05e+09,9.62e+10,167.05912,389.72062,281.1271,1,"None","parabolic","box sum"
"4345",4345,4346,38.77725,52.27325,124.54912,NA,NA,NA,2.35e+09,5.59e+10,129.34696,547.32352,142.45674,1,"None","parabolic","box sum"
"4346",4346,4347,48.06452,52.13629,124.5363,NA,NA,NA,2.3e+09,5.03e+10,102.39785,175.50468,111.33933,1,"None","parabolic","box sum"
"4347",4347,4348,31.32711,52.1753,124.67705,NA,NA,NA,2.37e+09,5.9e+10,218.59026,410.64274,692.81,1,"None","parabolic","box sum"
"4348",4348,4349,23.27105,51.77714,124.51023,NA,NA,NA,3.22e+09,7.88e+10,154.54947,307.2325,175.86058,1,"None","parabolic","box sum"
"4350",4350,4351,176.69307,51.2243,124.49703,NA,NA,NA,2.58e+09,5.96e+10,487.52599,139.32312,155.35548,1,"None","parabolic","box sum"
"4351",4351,4352,172.62329,51.11923,124.44474,NA,NA,NA,5.73e+09,1.45e+11,509.0371,865.49628,528.00941,1,"None","parabolic","box sum"
"4352",4352,4353,171.94069,51.10654,124.6751,NA,NA,NA,7.44e+09,1.87e+11,460.19305,823.96996,635.47161,1,"None","parabolic","box sum"
"4353",4353,4354,52.4447,51.10334,124.63114,NA,NA,NA,2.83e+09,6.69e+10,696.67081,627.3821,133.78602,1,"None","parabolic","box sum"
"4354",4354,4355,51.14061,51.10282,124.5958,NA,NA,NA,1.97e+10,4.73e+11,162.58388,180.97878,195.6664,1,"None","parabolic","box sum"
"4355",4355,4356,42.36728,51.12687,124.46459,NA,NA,NA,3.21e+09,7.52e+10,834.46014,217.79078,144.29423,1,"None","parabolic","box sum"
"4357",4357,4358,179.80121,51.01141,124.69576,NA,NA,NA,3.48e+09,7.97e+10,168.46373,146.4653,127.0304,1,"None","parabolic","box sum"
"4358",4358,4359,169.0132,51.0791,124.48514,NA,NA,NA,2.65e+09,6.07e+10,153.20287,175.47631,134.75588,1,"None","parabolic","box sum"
"4359",4359,4360,40.63655,51.06788,124.54514,NA,NA,NA,5.51e+09,1.34e+11,631.34999,238.73377,176.56341,1,"None","parabolic","box sum"
"4360",4360,4361,177.67925,50.9382,124.6946,NA,NA,NA,3.14e+09,7.8e+10,208.21121,281.76588,292.36525,1,"None","parabolic","box sum"
"4361",4361,4362,179.51678,50.74363,124.49109,NA,NA,NA,3.15e+09,7.45e+10,558.70866,180.24611,125.59742,1,"None","parabolic","box sum"
"4364",4364,4365,173.52403,48.65472,124.53566,NA,NA,NA,2.56e+09,5.86e+10,90.53891,218.2827,427.94704,1,"None","parabolic","box sum"
"4365",4365,4366,17.27096,48.4797,124.5258,NA,NA,NA,2.68e+09,5.94e+10,128.63366,143.19545,121.34999,1,"None","parabolic","box sum"
"4366",4366,4367,172.7765,48.00688,124.59453,NA,NA,NA,2.81e+09,6.04e+10,112.41338,259.93878,101.95515,1,"None","parabolic","box sum"
"4371",4371,4372,34.19885,44.38688,124.56321,NA,NA,NA,2.52e+09,5.51e+10,99.59106,201.20412,118.98032,1,"None","parabolic","box sum"
"4372",4372,4373,51.40588,42.63891,124.54054,NA,NA,NA,2.51e+09,5.82e+10,136.36761,175.97407,159.25807,1,"None","parabolic","box sum"
"4374",4374,4375,102.74037,39.23275,124.51653,NA,NA,NA,2.27e+09,4.86e+10,99.62159,160.79223,108.84574,1,"None","parabolic","box sum"
"4375",4375,4376,171.46564,69.43741,124.09969,NA,NA,NA,2.3e+09,5.36e+10,107.53081,204.47809,173.99827,1,"None","parabolic","box sum"
"4380",4380,4381,136.4282,67.56177,124.26242,NA,NA,NA,2.43e+09,5.31e+10,120.2939,160.81528,108.4621,1,"None","parabolic","box sum"
"4384",4384,4385,172.95119,66.3391,124.30179,NA,NA,NA,2.35e+09,5.01e+10,86.67163,127.22953,138.9983,1,"None","parabolic","box sum"
"4385",4385,4386,20.59248,65.93951,124.11766,NA,NA,NA,2.34e+09,4.86e+10,91.93039,121.63235,118.50238,1,"None","parabolic","box sum"
"4394",4394,4395,19.36693,60.93823,124.30542,NA,NA,NA,2.39e+09,5.25e+10,91.52733,154.03661,142.6641,1,"None","parabolic","box sum"
"4395",4395,4396,174.25806,59.06088,124.23411,NA,NA,NA,2.5e+09,5.74e+10,834.86931,229.40904,121.74636,1,"None","parabolic","box sum"
"4396",4396,4397,16.63404,58.19956,124.20741,NA,NA,NA,2.58e+09,6.05e+10,319.30257,498.20003,151.37947,1,"None","parabolic","box sum"
"4397",4397,4398,39.83516,58.05872,124.1367,NA,NA,NA,2.28e+09,5.45e+10,240.2629,172.90053,287.5337,1,"None","parabolic","box sum"
"4401",4401,4402,59.9425,55.47012,124.29643,NA,NA,NA,2.4e+09,5.62e+10,120.98521,169.71767,140.64908,1,"None","parabolic","box sum"
"4402",4402,4403,102.89304,54.0198,124.22724,NA,NA,NA,2.26e+09,5.31e+10,123.5465,178.61724,269.40036,1,"None","parabolic","box sum"
"4403",4403,4404,40.62477,53.98167,124.30405,NA,NA,NA,2.93e+09,6.59e+10,205.34044,150.26629,140.60318,1,"None","parabolic","box sum"
"4405",4405,4406,27.4361,53.87877,124.40611,NA,NA,NA,3.19e+09,7.46e+10,339.76113,445.69862,147.83382,1,"None","parabolic","box sum"
"4406",4406,4407,51.06017,53.62256,124.24431,NA,NA,NA,2.28e+09,5.63e+10,283.71078,301.29653,306.67153,1,"None","parabolic","box sum"
"4407",4407,4408,27.78146,53.38448,124.42127,NA,NA,NA,3.7e+09,9.05e+10,398.22987,254.59278,440.11,1,"None","parabolic","box sum"
"4408",4408,4409,36.68858,53.06477,124.23822,NA,NA,NA,2.35e+09,5.48e+10,118.38118,213.99814,226.23473,1,"None","parabolic","box sum"
"4409",4409,4410,25.57231,52.81455,124.33996,NA,NA,NA,3.49e+09,8.2e+10,137.18107,460.52289,542.64092,1,"None","parabolic","box sum"
"4410",4410,4411,23.21716,51.5986,124.3963,NA,NA,NA,3.2e+09,7.79e+10,180.79017,453.31186,355.42223,1,"None","parabolic","box sum"
"4411",4411,4412,32.42619,51.48256,124.34201,NA,NA,NA,2.68e+09,6.22e+10,198.86943,678.31409,363.92063,1,"None","parabolic","box sum"
"4412",4412,4413,172.8256,51.16537,124.36139,NA,NA,NA,5.83e+09,1.45e+11,503.87177,857.35232,427.94892,1,"None","parabolic","box sum"
"4413",4413,4414,52.58115,51.15006,124.36663,NA,NA,NA,2.65e+09,6.52e+10,684.78164,731.62264,170.67981,1,"None","parabolic","box sum"
"4414",4414,4415,177.4799,50.95635,124.43058,NA,NA,NA,2.74e+09,6.87e+10,321.69851,241.92268,398.67151,1,"None","parabolic","box sum"
"4415",4415,4416,174.31581,50.92406,124.27405,NA,NA,NA,5.37e+09,1.3e+11,759.7525,240.75651,161.33046,1,"None","parabolic","box sum"
"4416",4416,4417,179.07519,50.61852,124.27613,NA,NA,NA,4.53e+09,1.05e+11,196.38769,166.29219,140.20014,1,"None","parabolic","box sum"
"4417",4417,4418,38.51569,50.62963,124.38788,NA,NA,NA,2.57e+09,6.07e+10,293.75807,206.79295,142.39103,1,"None","parabolic","box sum"
"4418",4418,4419,53.14529,50.25111,124.18137,NA,NA,NA,2.67e+09,6.25e+10,194.70688,348.44297,122.23661,1,"None","parabolic","box sum"
"4419",4419,4420,28.39955,50.10684,124.24564,NA,NA,NA,2.76e+09,6.24e+10,129.28834,352.27358,155.64713,1,"None","parabolic","box sum"
"4423",4423,4424,173.88294,43.00776,124.25564,NA,NA,NA,2.52e+09,5.35e+10,97.82032,128.50553,123.99796,1,"None","parabolic","box sum"
"4424",4424,4425,26.95928,42.02693,124.11135,NA,NA,NA,2.68e+09,5.99e+10,122.92725,185.22078,121.57008,1,"None","parabolic","box sum"
"4425",4425,4426,42.78637,41.65483,124.10843,NA,NA,NA,2.36e+09,5.37e+10,245.50274,166.1061,153.73453,1,"None","parabolic","box sum"
"4427",4427,4428,184.08337,39.77774,124.13499,NA,NA,NA,2.75e+09,5.88e+10,111.09831,159.09117,104.17274,1,"None","parabolic","box sum"
"4433",4433,4434,64.51866,64.56354,123.83128,NA,NA,NA,2.3e+09,5.48e+10,128.30633,145.88347,282.8609,1,"None","parabolic","box sum"
"4436",4436,4437,172.00209,61.00885,124.05002,NA,NA,NA,2.5e+09,5.56e+10,187.43981,852.93382,120.49133,1,"None","parabolic","box sum"
"4437",4437,4438,171.03614,60.87871,124.02563,NA,NA,NA,2.53e+09,6.02e+10,130.88991,154.75217,180.79832,1,"None","parabolic","box sum"
"4439",4439,4440,41.39374,58.75001,123.85141,NA,NA,NA,2.31e+09,5.44e+10,124.57126,182.99755,180.10259,1,"None","parabolic","box sum"
"4440",4440,4441,18.1603,58.43771,123.93879,NA,NA,NA,2.82e+09,6.76e+10,484.81783,185.09936,235.80104,1,"None","parabolic","box sum"
"4441",4441,4442,172.2351,58.25365,123.97319,NA,NA,NA,4.93e+09,1.25e+11,204.73615,582.39484,552.90338,1,"None","parabolic","box sum"
"4442",4442,4443,171.44722,57.00668,123.85558,NA,NA,NA,2.54e+09,5.93e+10,201.18278,157.79942,214.99532,1,"None","parabolic","box sum"
"4443",4443,4444,170.99499,56.80889,123.87553,NA,NA,NA,2.46e+09,5.82e+10,203.5862,172.39797,232.76755,1,"None","parabolic","box sum"
"4444",4444,4445,56.81968,56.68185,123.91431,NA,NA,NA,3.97e+09,9.46e+10,139.78755,159.02755,237.45057,1,"None","parabolic","box sum"
"4446",4446,4447,38.86431,54.01598,123.96122,NA,NA,NA,2.26e+09,5e+10,95.2917,242.34992,114.71996,1,"None","parabolic","box sum"
"4447",4447,4448,50.83171,53.88222,123.92931,NA,NA,NA,2.4e+09,5.79e+10,209.74239,939.24004,272.4326,1,"None","parabolic","box sum"
"4448",4448,4449,41.89896,53.74361,123.99553,NA,NA,NA,3.01e+09,7.23e+10,156.55502,231.19563,178.0619,1,"None","parabolic","box sum"
"4449",4449,4450,130.03842,53.47442,123.98027,NA,NA,NA,2.77e+09,5.9e+10,123.5636,158.2033,97.96557,1,"None","parabolic","box sum"
"4450",4450,4451,22.80412,53.1594,123.96955,NA,NA,NA,3.24e+09,7.92e+10,383.20657,242.31321,289.91026,1,"None","parabolic","box sum"
"4451",4451,4452,177.55771,53.05343,124.00816,NA,NA,NA,2.61e+09,6e+10,131.67848,182.41781,125.83357,1,"None","parabolic","box sum"
"4452",4452,4453,19.38942,52.74986,123.96438,NA,NA,NA,3.89e+09,9.15e+10,144.20171,186.28639,263.15898,1,"None","parabolic","box sum"
"4453",4453,4454,51.61014,51.64134,123.81351,NA,NA,NA,9.64e+09,2.45e+11,224.98799,248.03931,982.58924,1,"None","parabolic","box sum"
"4454",4454,4455,25.77287,51.54435,123.89274,NA,NA,NA,3.19e+09,7.45e+10,166.44841,431.7351,125.84296,1,"None","parabolic","box sum"
"4455",4455,4456,34.79156,51.36947,123.79648,NA,NA,NA,2.86e+09,6.46e+10,93.73319,161.39472,149.0559,1,"None","parabolic","box sum"
"4456",4456,4457,27.3914,51.25777,123.91195,NA,NA,NA,2.44e+09,5.27e+10,123.49643,131.62309,109.22584,1,"None","parabolic","box sum"
"4457",4457,4458,177.21666,51.12439,123.87737,NA,NA,NA,2.77e+09,6.7e+10,294.4532,209.43445,173.11895,1,"None","parabolic","box sum"
"4458",4458,4459,175.8135,51.16174,123.98428,NA,NA,NA,2.37e+09,5.42e+10,499.66739,146.82329,126.45045,1,"None","parabolic","box sum"
"4459",4459,4460,174.13317,50.75336,124.05848,NA,NA,NA,5.3e+09,1.28e+11,730.11323,276.49581,179.76817,1,"None","parabolic","box sum"
"4461",4461,4462,41.37668,50.7136,124.04651,NA,NA,NA,4.03e+09,9.94e+10,396.98403,287.4319,156.35288,1,"None","parabolic","box sum"
"4462",4462,4463,170.72866,50.23721,124.09879,NA,NA,NA,2.26e+09,5.2e+10,598.37995,383.74376,472.25609,1,"None","parabolic","box sum"
"4463",4463,4464,49.84096,49.90353,123.96422,NA,NA,NA,4.94e+09,1.16e+11,246.64353,212.94838,140.43754,1,"None","parabolic","box sum"
"4464",4464,4465,40.94475,49.93299,123.80469,NA,NA,NA,2.62e+09,6.44e+10,253.47119,595.13503,182.38276,1,"None","parabolic","box sum"
"4465",4465,4466,174.72428,49.52796,123.92899,NA,NA,NA,2.93e+09,7.07e+10,159.11173,538.71602,151.91102,1,"None","parabolic","box sum"
"4466",4466,4467,50.91551,48.80269,123.8051,NA,NA,NA,2.26e+09,5.27e+10,118.35186,143.32062,212.12852,1,"None","parabolic","box sum"
"4467",4467,4468,31.5403,48.81052,123.81615,NA,NA,NA,2.51e+09,5.4e+10,89.16757,193.73608,116.00441,1,"None","parabolic","box sum"
"4468",4468,4469,30.20326,47.61011,123.99083,NA,NA,NA,2.61e+09,5.58e+10,110.55929,143.86386,105.83228,1,"None","parabolic","box sum"
"4475",4475,4476,51.16912,42.34086,123.97525,NA,NA,NA,2.32e+09,5.58e+10,164.39645,239.29369,142.32928,1,"None","parabolic","box sum"
"4476",4476,4477,54.07388,42.06166,123.83599,NA,NA,NA,2.31e+09,5.14e+10,96.93816,158.09774,143.65566,1,"None","parabolic","box sum"
"4477",4477,4478,173.47495,38.99946,123.79806,NA,NA,NA,2.39e+09,5.49e+10,110.20661,158.76406,191.71751,1,"None","parabolic","box sum"
"4481",4481,4482,69.81673,69.71709,123.65232,NA,NA,NA,2.32e+09,5.25e+10,175.49415,148.00004,104.58642,1,"None","parabolic","box sum"
"4482",4482,4483,69.37008,69.37258,123.5229,NA,NA,NA,2.27e+09,5.54e+10,158.66072,275.91205,345.15727,1,"None","parabolic","box sum"
"4483",4483,4484,172.66635,68.36854,123.66575,NA,NA,NA,2.88e+09,6.49e+10,115.34171,195.91528,132.68599,1,"None","parabolic","box sum"
"4488",4488,4489,52.4993,62.00873,123.57741,NA,NA,NA,2.38e+09,5.06e+10,107.05141,156.09857,111.12633,1,"None","parabolic","box sum"
"4489",4489,4490,131.42536,61.60908,123.54002,NA,NA,NA,2.55e+09,5.55e+10,131.72871,173.08161,106.46042,1,"None","parabolic","box sum"
"4490",4490,4491,64.4129,61.18141,123.74759,NA,NA,NA,2.38e+09,5.52e+10,135.15842,187.73711,121.27593,1,"None","parabolic","box sum"
"4492",4492,4493,172.13,59.71101,123.74564,NA,NA,NA,4.55e+09,1.14e+11,316.93732,599.1365,718.25179,1,"None","parabolic","box sum"
"4493",4493,4494,175.48838,58.457,123.47729,NA,NA,NA,3.07e+09,7.46e+10,129.77568,160.50518,281.93673,1,"None","parabolic","box sum"
"4494",4494,4495,25.54002,58.48876,123.63668,NA,NA,NA,2.56e+09,6.2e+10,308.39297,158.62596,560.06664,1,"None","parabolic","box sum"
"4495",4495,4496,33.88835,58.4063,123.59754,NA,NA,NA,2.39e+09,5.48e+10,201.46614,370.18245,520.24722,1,"None","parabolic","box sum"
"4497",4497,4498,25.359,58.3617,123.62826,NA,NA,NA,2.5e+09,6.24e+10,335.61568,332.57791,578.04999,1,"None","parabolic","box sum"
"4498",4498,4499,171.21116,58.28327,123.50766,NA,NA,NA,2.35e+09,5.71e+10,599.23371,163.2053,815.7509,1,"None","parabolic","box sum"
"4499",4499,4500,172.17254,57.83852,123.53966,NA,NA,NA,5.39e+09,1.33e+11,162.09929,575.15982,243.01666,1,"None","parabolic","box sum"
"4500",4500,4501,171.264,55.31092,123.51918,NA,NA,NA,2.78e+09,6.57e+10,371.70641,1135.5859,140.24749,1,"None","parabolic","box sum"
"4502",4502,4503,32.26268,53.28438,123.46432,NA,NA,NA,2.65e+09,6.74e+10,721.83668,336.40164,246.78469,1,"None","parabolic","box sum"
"4503",4503,4504,22.95168,53.13541,123.56593,NA,NA,NA,3.31e+09,8.01e+10,191.41641,234.31402,469.32817,1,"None","parabolic","box sum"
"4504",4504,4505,170.45607,52.96183,123.5305,NA,NA,NA,2.69e+09,6.63e+10,791.95672,204.48399,508.90872,1,"None","parabolic","box sum"
"4505",4505,4506,42.76092,52.92984,123.57519,NA,NA,NA,2.33e+09,5.42e+10,190.49791,334.55372,257.80129,1,"None","parabolic","box sum"
"4506",4506,4507,171.8817,52.81963,123.50966,NA,NA,NA,1.03e+10,2.59e+11,406.602,314.01211,720.39595,1,"None","parabolic","box sum"
"4507",4507,4508,59.09242,52.74027,123.57806,NA,NA,NA,3.37e+09,7.75e+10,133.45578,163.02902,140.1048,1,"None","parabolic","box sum"
"4508",4508,4509,52.74894,52.7697,123.46875,NA,NA,NA,1.79e+10,4.5e+11,192.00268,189.85122,835.78619,1,"None","parabolic","box sum"
"4509",4509,4510,33.83985,52.71363,123.56806,NA,NA,NA,4.41e+09,1.1e+11,604.74531,221.60888,816.53759,1,"None","parabolic","box sum"
"4510",4510,4511,30.88754,52.69621,123.56308,NA,NA,NA,4.13e+09,1.01e+11,174.51214,272.08233,249.96775,1,"None","parabolic","box sum"
"4511",4511,4512,24.90171,52.10374,123.48909,NA,NA,NA,2.57e+09,5.79e+10,111.85642,488.67857,139.07653,1,"None","parabolic","box sum"
"4512",4512,4513,23.84914,51.7226,123.43349,NA,NA,NA,2.3e+09,5.52e+10,270.06523,283.25874,181.46569,1,"None","parabolic","box sum"
"4521",4521,4522,109.57578,39.87359,123.63815,NA,NA,NA,2.28e+09,4.86e+10,85.07097,160.11548,131.98316,1,"None","parabolic","box sum"
"4522",4522,4523,103.09176,39.09176,123.48023,NA,NA,NA,2.29e+09,5.17e+10,121.20873,197.54666,119.78391,1,"None","parabolic","box sum"
"4524",4524,4525,169.82048,68.77127,123.13249,NA,NA,NA,2.36e+09,5.3e+10,105.38083,156.8886,159.60875,1,"None","parabolic","box sum"
"4527",4527,4528,170.96229,63.04326,123.33405,NA,NA,NA,2.55e+09,5.77e+10,127.36096,194.12223,121.1808,1,"None","parabolic","box sum"
"4529",4529,4530,170.73302,62.56882,123.14023,NA,NA,NA,2.38e+09,5.62e+10,216.53769,294.82985,153.07656,1,"None","parabolic","box sum"
"4532",4532,4533,53.23501,61.50323,123.33164,NA,NA,NA,3.6e+09,8.33e+10,117.6068,187.31508,148.84436,1,"None","parabolic","box sum"
"4534",4534,4535,29.09048,60.84834,123.37224,NA,NA,NA,2.35e+09,4.94e+10,107.96013,129.40633,105.74925,1,"None","parabolic","box sum"
"4535",4535,4536,60.32953,60.09776,123.19413,NA,NA,NA,3.67e+09,8.74e+10,250.99418,237.56614,791.27562,1,"None","parabolic","box sum"
"4536",4536,4537,19.52723,59.7049,123.38603,NA,NA,NA,6.9e+09,1.68e+11,210.47524,245.23634,628.69304,1,"None","parabolic","box sum"
"4539",4539,4540,19.80959,58.82648,123.27575,NA,NA,NA,3.77e+09,9.4e+10,240.86139,382.65499,736.19133,1,"None","parabolic","box sum"
"4540",4540,4541,64.17378,58.65876,123.16389,NA,NA,NA,2.27e+09,4.89e+10,85.85023,147.74203,136.90442,1,"None","parabolic","box sum"
"4541",4541,4542,58.5817,58.62936,123.38626,NA,NA,NA,8.04e+09,1.97e+11,167.76753,221.08003,575.35216,1,"None","parabolic","box sum"
"4542",4542,4543,41.15014,58.50505,123.11312,NA,NA,NA,2.34e+09,5.59e+10,243.0184,255.24303,172.23024,1,"None","parabolic","box sum"
"4543",4543,4544,40.48349,58.49709,123.20409,NA,NA,NA,2.4e+09,5.57e+10,241.06903,467.05821,172.95414,1,"None","parabolic","box sum"
"4544",4544,4545,15.97097,58.46124,123.33289,NA,NA,NA,4.54e+09,1.09e+11,156.84571,175.32673,172.97083,1,"None","parabolic","box sum"
"4545",4545,4546,57.70136,57.80655,123.09863,NA,NA,NA,5.74e+09,1.41e+11,174.79306,200.33377,568.57297,1,"None","parabolic","box sum"
"4546",4546,4547,40.53261,57.66509,123.10711,NA,NA,NA,3.21e+09,7.1e+10,148.15663,340.54518,106.30083,1,"None","parabolic","box sum"
"4547",4547,4548,27.45526,57.36674,123.2747,NA,NA,NA,2.63e+09,6.17e+10,115.77958,183.55915,153.85678,1,"None","parabolic","box sum"
"4548",4548,4549,56.05145,56.04106,123.29094,NA,NA,NA,2.61e+09,6.09e+10,167.79685,136.56646,517.22792,1,"None","parabolic","box sum"
"4549",4549,4550,171.86969,55.49305,123.3867,NA,NA,NA,2.65e+09,6.21e+10,359.27585,165.66133,143.45393,1,"None","parabolic","box sum"
"4550",4550,4551,62.91673,55.00568,123.16305,NA,NA,NA,2.35e+09,5.32e+10,107.58638,164.38335,151.0292,1,"None","parabolic","box sum"
"4551",4551,4552,54.96028,54.84095,123.15443,NA,NA,NA,3.6e+09,8.77e+10,145.54282,161.71473,1211.17967,1,"None","parabolic","box sum"
"4553",4553,4554,21.88234,54.10633,123.09719,NA,NA,NA,2.27e+09,5.31e+10,109.49422,384.67544,170.38086,1,"None","parabolic","box sum"
"4554",4554,4555,167.61255,53.62019,123.13408,NA,NA,NA,2.49e+09,5.45e+10,105.88832,151.4433,111.7743,1,"None","parabolic","box sum"
"4555",4555,4556,22.58943,53.54618,123.3855,NA,NA,NA,2.6e+09,6.27e+10,264.08033,188.55947,505.33095,1,"None","parabolic","box sum"
"4556",4556,4557,42.03636,53.4391,123.41227,NA,NA,NA,2.79e+09,6.84e+10,145.6161,229.11948,493.30026,1,"None","parabolic","box sum"
"4557",4557,4558,24.66595,53.43326,123.15958,NA,NA,NA,2.42e+09,6e+10,325.26059,418.329,160.40191,1,"None","parabolic","box sum"
"4558",4558,4559,22.11312,53.47346,123.29444,NA,NA,NA,2.52e+09,6.26e+10,294.92818,263.23617,187.36827,1,"None","parabolic","box sum"
